cell,a_um,omega_p_MHz,ratio,delta_MHz,omega_c_MHz,V_ct_MHz,M_2,K,area,area_over_pi4,sigma_ns,T_f_ns,t_total_ns,F_bar,F_00,F_01,F_10,F_11
CHAMPION,4.0,60.0,4.0,500.0,70.0,441.9417382415923,30.690398488999463,0.95,0.7461438048315966,0.9500197983707441,0.5085991940305828,126.71029041855644,267.70629512282716,0.9941608794892351,0.9994245795161865,0.9944410531558446,0.9944410531558446,0.9883368321290646
CHAMPION,4.0,60.0,4.0,500.0,70.0,441.9417382415923,30.690398488999463,0.96,0.7539979501456135,0.9600200067746469,0.5248298778595617,128.0440829492781,270.3738801842705,0.9940278324228576,0.9996052533422992,0.9936725750851798,0.9936725750851798,0.9891609261787717
CHAMPION,4.0,60.0,4.0,500.0,70.0,441.9417382415923,30.690398488999463,0.97,0.7618520954596304,0.9700202151785495,0.5414022478069388,129.37787547999974,273.04146524571377,0.9934691838950215,0.9997046712731399,0.9923533701964431,0.9923533701964431,0.9894653239140597
CHAMPION,4.0,60.0,4.0,500.0,70.0,441.9417382415923,30.690398488999463,0.98,0.7697062407736472,0.9800204235824521,0.558319863103114,130.7116680107214,275.7090503071571,0.9924900374487675,0.9997326141583603,0.9904851821062681,0.9904851821062681,0.9892571714241735
CHAMPION,4.0,60.0,4.0,500.0,70.0,441.9417382415923,30.690398488999463,0.99,0.7775603860876639,0.9900206319863545,0.5755862829784874,132.04546054144302,278.3766353686004,0.9910946409736279,0.9997013980324598,0.9880701192606576,0.9880701192606576,0.9885369273407367
CHAMPION,4.0,60.0,4.0,500.0,70.0,441.9417382415923,30.690398488999463,1.0,0.7854145314016808,1.0000208403902573,0.5932050666634587,133.3792530721647,281.04422043004365,0.9892884320181672,0.9996278205179183,0.9851108474003992,0.9851108474003992,0.9873042127539517
CHAMPION,4.0,60.0,4.0,500.0,70.0,441.9417382415923,30.690398488999463,1.01,0.7932686767156977,1.0100210487941599,0.6111797733884283,134.71304560288633,283.7118054914869,0.9870780668989608,0.9995325984425618,0.9816107117520492,0.9816107117520492,0.9855582456491832
CHAMPION,4.0,60.0,4.0,500.0,70.0,441.9417382415923,30.690398488999463,1.02,0.8011228220297144,1.0200212571980625,0.6295139623837958,136.046838133608,286.37939055293026,0.9844735970937576,0.9994369982155573,0.9775755536731741,0.9775755536750823,0.9833062828112167
FASTEST,4.0,60.0,4.0,400.0,70.0,441.9417382415923,24.55231879119957,0.88,0.6911647876334791,0.8800183395434263,0.20697735331291167,93.89899416280394,202.0837026113222,0.9863543626393245,0.9978022258858595,0.9880367659935034,0.9880367660259348,0.9715416926520006
FASTEST,4.0,60.0,4.0,400.0,70.0,441.9417382415923,24.55231879119957,0.89,0.6990189329474958,0.8900185479473288,0.21411388551202404,94.96602818738127,204.21777066047684,0.9886115646651209,0.9976100309889069,0.9905187360101816,0.9905187360556227,0.9757987556057727
FASTEST,4.0,60.0,4.0,400.0,70.0,441.9417382415923,24.55231879119957,0.9,0.7068730782615127,0.9000187563512315,0.22141260472200272,96.0330622119586,206.35183870963147,0.9904938442186759,0.9975450810049677,0.9924394900396598,0.9924394900768209,0.9795513157532549
FASTEST,4.0,60.0,4.0,400.0,70.0,441.9417382415923,24.55231879119957,0.91,0.7147272235755295,0.9100189647551341,0.2288753332688125,97.1000962365359,208.4859067587861,0.9919987802169348,0.9976068299048026,0.9937967990698101,0.9937967991131085,0.9827946927800175
FASTEST,4.0,60.0,4.0,400.0,70.0,441.9417382415923,24.55231879119957,0.92,0.7225813688895463,0.9200191731590366,0.23650389347841816,98.16713026111321,210.61997480794074,0.9931211807651914,0.9977802544847021,0.9945892227427351,0.9945892227823621,0.9855260230509666
FASTEST,4.0,60.0,4.0,400.0,70.0,441.9417382415923,24.55231879119957,0.93,0.7304355142035631,0.9300193815629392,0.24430010767678456,99.23416428569054,212.75404285709538,0.9938529644332413,0.9980399001657103,0.9948159280896848,0.9948159281245721,0.9877401013529983
FASTEST,4.0,60.0,4.0,400.0,70.0,441.9417382415923,24.55231879119957,0.94,0.7382896595175799,0.9400195899668417,0.2522657981898763,100.30119831026785,214.88811090624998,0.9941865266070811,0.9983522809971466,0.9944767265858837,0.9944767266223982,0.9894403722228958
FASTEST,4.0,60.0,4.0,400.0,70.0,441.9417382415923,24.55231879119957,0.95,0.7461438048315966,0.9500197983707441,0.26040278734365846,101.36823233484517,217.02217895540463,0.9941122386801913,0.9986841425651303,0.9935720900211578,0.9935720900658551,0.9906206320686217
FASTEST,4.0,60.0,4.0,400.0,70.0,441.9417382415923,24.55231879119957,0.96,0.7539979501456134,0.9600200067746468,0.26871289746409566,102.43526635942249,219.15624700455928,0.9936220330950173,0.9990020098984485,0.9921044077539352,0.9921044077959109,0.9912773069317745
FASTEST,4.0,60.0,4.0,400.0,70.0,441.9417382415923,24.55231879119957,0.97,0.7618520954596304,0.9700202151785495,0.27719795087715277,103.50230038399981,221.2903150537139,0.9927103705649363,0.9992799473916696,0.9900715526473396,0.9900715526923285,0.9914184295284072
FASTEST,4.0,60.0,4.0,400.0,70.0,441.9417382415923,24.55231879119957,0.98,0.7697062407736471,0.980020423582452,0.2858597699087944,104.56933440857712,223.42438310286852,0.9913744312206465,0.999498893570274,0.9874812705966357,0.9874812706331988,0.9910362900824773
FASTEST,4.0,60.0,4.0,400.0,70.0,441.9417382415923,24.55231879119957,0.99,0.7775603860876639,0.9900206319863545,0.29470017688498557,105.63636843315443,225.55845115202317,0.9896109123475781,0.9996472857772699,0.9843308507005749,0.9843308507572377,0.99013466215523
FASTEST,4.0,60.0,4.0,400.0,70.0,441.9417382415923,24.55231879119957,1.0,0.7854145314016807,1.000020840390257,0.3037209941316909,106.70340245773176,227.69251920117782,0.9874259775913679,0.9997291288072971,0.9806284256280218,0.9806284256776294,0.9887179302525232
FASTEST,4.0,60.0,4.0,400.0,70.0,441.9417382415923,24.55231879119957,1.01,0.7932686767156976,1.0100210487941597,0.31292404397487533,107.77043648230908,229.82658725033244,0.9848185631843661,0.9997456119856291,0.9763767885572411,0.9763767885572411,0.9867750636373532
FASTEST,4.0,60.0,4.0,400.0,70.0,441.9417382415923,24.55231879119957,1.02,0.8011228220297144,1.0200212571980625,0.32231114874050354,108.8374705068864,231.9606552994871,0.9817990155331129,0.9997106814299775,0.9715820123243554,0.9715820123783472,0.9843213559997712
a4_lowOp,4.0,50.0,3.5,500.0,50.0,441.9417382415923,50.50762722761055,0.88,0.6911647876334789,0.8800183395434261,1.2070919245208989,169.018189493047,358.036378986094,0.971588544237526,0.986553374850218,0.9727873889794504,0.9727873889853751,0.9542260241350609
a4_lowOp,4.0,50.0,3.5,500.0,50.0,441.9417382415923,50.50762722761055,0.89,0.6990189329474958,0.8900185479473288,1.248712180306122,170.93885073728617,361.8777014745724,0.9752622334312435,0.9878398962975747,0.977086833291696,0.977086833291696,0.9590353708440077
a4_lowOp,4.0,50.0,3.5,500.0,50.0,441.9417382415923,50.50762722761055,0.9,0.7068730782615125,0.9000187563512312,1.2912783107387178,172.85951198152534,365.71902396305074,0.9786357496586442,0.9893926630308835,0.9808849874039963,0.9808849874474346,0.9633803607522624
a4_lowOp,4.0,50.0,3.5,500.0,50.0,441.9417382415923,50.50762722761055,0.91,0.7147272235755293,0.9100189647551338,1.3348009436237123,174.78017322576454,369.5603464515291,0.9816780356771388,0.9910948822670589,0.9841781039557824,0.984178103960859,0.9672610525248551
a4_lowOp,4.0,50.0,3.5,500.0,50.0,441.9417382415923,50.50762722761055,0.92,0.7225813688895462,0.9200191731590365,1.3792907067661324,176.7008344700037,373.4016689400074,0.9843542970896492,0.9928323249987846,0.9869560028071989,0.9869560028105842,0.9706728577420292
a4_lowOp,4.0,50.0,3.5,500.0,50.0,441.9417382415923,50.50762722761055,0.93,0.730435514203563,0.9300193815629391,1.4247582279710054,178.62149571424288,377.24299142848577,0.9866381835387327,0.9944965154894829,0.989222614918439,0.9892226149235368,0.9736109888234719
a4_lowOp,4.0,50.0,3.5,500.0,50.0,441.9417382415923,50.50762722761055,0.94,0.7382896595175797,0.9400195899668415,1.4712141350433565,180.54215695848202,381.08431391696405,0.9885017914830879,0.9959859121180957,0.9909734866045393,0.99097348660687,0.9760742806028465
a4_lowOp,4.0,50.0,3.5,500.0,50.0,441.9417382415923,50.50762722761055,0.95,0.7461438048315965,0.950019798370744,1.5186690557882137,182.4628182027212,384.9256364054424,0.9899264433098175,0.9972328902674503,0.9922064382605034,0.992206438299347,0.9780600064119692
a4_lowOp,4.0,50.0,3.5,500.0,50.0,441.9417382415923,50.50762722761055,0.96,0.7539979501456134,0.9600200067746468,1.5671336180106035,184.38347944696037,388.7669588939208,0.9909004685742479,0.9981943024999144,0.9929206952391125,0.9929206952845626,0.9795661812734018
a4_lowOp,4.0,50.0,3.5,500.0,50.0,441.9417382415923,50.50762722761055,0.97,0.7618520954596302,0.9700202151785493,1.6166184495155522,186.30414069119954,392.6082813823991,0.991416546519448,0.9988420026608067,0.9931154348036403,0.993115434848399,0.9805933137649456
a4_lowOp,4.0,50.0,3.5,500.0,50.0,441.9417382415923,50.50762722761055,0.98,0.769706240773647,0.9800204235824519,1.6671341781080864,188.22480193543873,396.44960387087747,0.9914740905751808,0.9991795186967752,0.9927904936176453,0.9927904936593354,0.9811358563269672
a4_lowOp,4.0,50.0,3.5,500.0,50.0,441.9417382415923,50.50762722761055,0.99,0.7775603860876639,0.9900206319863545,1.7186914315932331,190.1454631796779,400.2909263593558,0.9910802880810534,0.9992317984205696,0.9919466567252215,0.9919466567279008,0.9811960404505213
a4_lowOp,4.0,50.0,3.5,500.0,50.0,441.9417382415923,50.50762722761055,1.0,0.7854145314016806,1.000020840390257,1.7713008377760187,192.06612442391705,404.1322488478341,0.9902456636969049,0.999040972280774,0.9905841311863506,0.9905841311892765,0.9807734201312186
a4_lowOp,4.0,50.0,3.5,500.0,50.0,441.9417382415923,50.50762722761055,1.01,0.7932686767156973,1.0100210487941594,1.8249730244614701,193.98678566815624,407.9735713363125,0.9889846374346793,0.9986608306382093,0.9887049611541082,0.9887049611541082,0.9798677967922915
a4_lowOp,4.0,50.0,3.5,500.0,50.0,441.9417382415923,50.50762722761055,1.02,0.8011228220297143,1.0200212571980622,1.8797186194546136,195.9074469123954,411.81489382479083,0.9873147765302109,0.9981574803796243,0.9863110339570323,0.9863110339570323,0.978479557827155
a45_r35,4.5,60.0,3.5,500.0,70.0,310.38980792825134,24.63411174033741,0.88,0.6911647876334791,0.8800183395434263,0.4042526431892805,117.37374270350493,249.03319969272414,0.9820548014400654,0.9857820801386903,0.9860880725233541,0.9860880725372894,0.9702609805609279
a45_r35,4.5,60.0,3.5,500.0,70.0,310.38980792825134,24.63411174033741,0.89,0.6990189329474958,0.8900185479473288,0.41819118264067184,118.70753523422657,251.70078475416742,0.9847437879246004,0.9865918191622278,0.9888972104183805,0.9888972104183805,0.9745889116994128
a45_r35,4.5,60.0,3.5,500.0,70.0,310.38980792825134,24.63411174033741,0.9,0.7068730782615127,0.9000187563512315,0.43244649359766146,120.04132776494822,254.36836981561072,0.9871248685538425,0.9877793981200201,0.991151754468316,0.9911517544707604,0.9784165671562737
a45_r35,4.5,60.0,3.5,500.0,70.0,310.38980792825134,24.63411174033741,0.91,0.7147272235755295,0.9100189647551341,0.44702213529064927,121.37512029566987,257.035954877054,0.9891680018514812,0.9892287657930138,0.9928531479625933,0.9928531479625933,0.9817369456877243
a45_r35,4.5,60.0,3.5,500.0,70.0,310.38980792825134,24.63411174033741,0.92,0.7225813688895464,0.9200191731590367,0.46192166695003534,122.70891282639151,259.70353993849733,0.9908541738589125,0.9908705388304473,0.9939978614378346,0.9939978614378346,0.9845504337295332
a45_r35,4.5,60.0,3.5,500.0,70.0,310.38980792825134,24.63411174033741,0.93,0.730435514203563,0.9300193815629391,0.4771486478062197,124.04270535711316,262.3711249999406,0.9921459642148692,0.9925610997658407,0.9945846759329653,0.9945846759329653,0.9868534052277055
a45_r35,4.5,60.0,3.5,500.0,70.0,310.38980792825134,24.63411174033741,0.94,0.73828965951758,0.9400195899668419,0.4927066370896021,125.37649788783482,265.0387100613839,0.9930194795414138,0.9942096254611659,0.9946134524579637,0.9946134524598975,0.9886413877866282
a45_r35,4.5,60.0,3.5,500.0,70.0,310.38980792825134,24.63411174033741,0.95,0.7461438048315966,0.9500197983707441,0.5085991940305828,126.71029041855644,267.70629512282716,0.9934476774138725,0.995706506850195,0.994083927385347,0.9940839273872124,0.9899163480327358
a45_r35,4.5,60.0,3.5,500.0,70.0,310.38980792825134,24.63411174033741,0.96,0.7539979501456135,0.9600200067746469,0.5248298778595617,128.0440829492781,270.3738801842705,0.9934140230726931,0.9969887963021002,0.9929970375476143,0.9929970375476143,0.9906732208934438
a45_r35,4.5,60.0,3.5,500.0,70.0,310.38980792825134,24.63411174033741,0.97,0.7618520954596304,0.9700202151785495,0.5414022478069388,129.37787547999974,273.04146524571377,0.9929040354319041,0.9979959226055866,0.9913535186764648,0.9913535186784526,0.9909131817671121
a45_r35,4.5,60.0,3.5,500.0,70.0,310.38980792825134,24.63411174033741,0.98,0.7697062407736472,0.9800204235824521,0.558319863103114,130.7116680107214,275.7090503071571,0.99191774141697,0.9987240187307954,0.9891555681028426,0.9891555681056261,0.990635810728616
a45_r35,4.5,60.0,3.5,500.0,70.0,310.38980792825134,24.63411174033741,0.99,0.7775603860876639,0.9900206319863545,0.5755862829784874,132.04546054144302,278.3766353686004,0.9904514788746527,0.9991535126966168,0.9864057084010762,0.9864057084046993,0.9898409859962185
a45_r35,4.5,60.0,3.5,500.0,70.0,310.38980792825134,24.63411174033741,1.0,0.7854145314016808,1.0000208403902573,0.5932050666634587,133.3792530721647,281.04422043004365,0.9885096163486001,0.9992928485615391,0.9831075591726379,0.9831075591726379,0.9885304984875856
a45_r35,4.5,60.0,3.5,500.0,70.0,310.38980792825134,24.63411174033741,1.01,0.7932686767156977,1.0100210487941599,0.6111797733884283,134.71304560288633,283.7118054914869,0.9861032348752996,0.9991839500000901,0.9792618899115819,0.979261889932104,0.9867052096574223
a45_r35,4.5,60.0,3.5,500.0,70.0,310.38980792825134,24.63411174033741,1.02,0.8011228220297144,1.0200212571980625,0.6295139623837958,136.046838133608,286.37939055293026,0.9832508646504873,0.9988758132885451,0.9748803034480162,0.9748803034480162,0.9843670384173715
