omega_p_MHz,ratio,delta_MHz,omega_c_MHz,omega_R_MHz,T_c_ns,T_f_ns,sigma_ns,t_total_ns,M1,M2,F_bar,F_00,F_01,F_10,F_11
50.0,3.2,450.0,70.0,160.0,7.142857142857143,172.85951198152537,1.291278310738718,360.0047382487651,159.09902576697323,49.71844555217913,0.9899085363119811,0.9804023254355411,0.9945887086957281,0.9945887086957281,0.9900544024209268
50.0,3.2,500.0,50.0,160.0,10.0,192.06612442391705,1.7713008377760187,404.1322488478341,176.77669529663692,55.24271728019904,0.9890042324783188,0.9802423175314179,0.9946910543023288,0.9946910543037055,0.9863925037758231
50.0,3.2,500.0,60.0,160.0,8.333333333333334,192.06612442391705,1.7713008377760187,400.7989155145008,176.77669529663692,55.24271728019904,0.9895279401723831,0.9802406225941376,0.9947006490791686,0.9947006490791686,0.988469839937058
50.0,3.2,500.0,70.0,160.0,7.142857142857143,192.06612442391705,1.7713008377760187,398.41796313354837,176.77669529663692,55.24271728019904,0.9898463939771379,0.9802399022035526,0.9947075622982344,0.9947075623358508,0.9897305490709138
50.0,3.2,550.0,50.0,160.0,10.0,211.2727368663088,2.3576014150798823,442.5454737326176,194.4543648263006,60.76698900821894,0.9892715005518253,0.9802528609247888,0.9947293420839011,0.9947293420839011,0.9873744571147103
50.0,3.2,550.0,60.0,160.0,8.333333333333334,211.2727368663088,2.3576014150798823,439.21214039928424,194.4543648263006,60.76698900821894,0.9896853416477474,0.9802515933808801,0.9947389320076618,0.9947389320085152,0.9890119091939324
50.0,3.2,550.0,70.0,160.0,7.142857142857143,211.2727368663088,2.3576014150798823,436.8311880183319,194.4543648263006,60.76698900821894,0.9899369804565654,0.9802507135335368,0.9947460189906783,0.9947460189906783,0.9900051703113686
50.0,3.2,600.0,50.0,160.0,10.0,230.47934930870048,3.0608078476769607,480.95869861740096,212.1320343559643,66.29126073623884,0.9896707854017754,0.9803380965395094,0.9947065008706419,0.9947065008706419,0.9889320433263082
50.0,3.2,600.0,60.0,160.0,8.333333333333334,230.47934930870048,3.0608078476769607,477.62536528406764,212.1320343559643,66.29126073623884,0.9899312292965379,0.9803376264266894,0.9947171026649001,0.9947171026660957,0.9899530854284664
50.0,3.2,600.0,70.0,160.0,7.142857142857143,230.47934930870048,3.0608078476769607,475.24441290311523,212.1320343559643,66.29126073623884,0.9900898076132869,0.9803362406712149,0.9947248027038668,0.9947248027067208,0.9905733843713451
55.0,2.8,400.0,50.0,154.0,10.0,126.98586738771378,0.5119248103459729,273.9717347754276,116.87715391513184,41.74184068397566,0.9832226211830846,0.9505240655493333,0.9953278911083597,0.9953278911110408,0.9917106369636046
55.0,2.8,400.0,60.0,154.0,8.333333333333334,126.98586738771378,0.5119248103459729,270.6384014420942,116.87715391513184,41.74184068397566,0.9834784161427644,0.9505197874251781,0.9953381924240203,0.9953381924240203,0.992717492297839
55.0,2.8,400.0,70.0,154.0,7.142857142857143,126.98586738771378,0.5119248103459729,268.25744906114187,116.87715391513184,41.74184068397566,0.9836319470219583,0.9505163865915446,0.9953456817583621,0.9953456817849868,0.9933200379529399
55.0,2.8,450.0,50.0,154.0,10.0,142.859100811178,0.7288929428558871,305.71820162235605,131.48679815452334,46.95957076947261,0.9840979300652896,0.9557483714621178,0.9954712671045007,0.9954712671109194,0.9897008145836204
55.0,2.8,450.0,60.0,154.0,8.333333333333334,142.859100811178,0.7288929428558871,302.3848682890227,131.48679815452334,46.95957076947261,0.9844981209344458,0.9558131348440858,0.9954823455005086,0.9954823455012759,0.991214657891913
55.0,2.8,450.0,70.0,154.0,7.142857142857143,142.859100811178,0.7288929428558871,300.00391590807027,131.48679815452334,46.95957076947261,0.9847290699685207,0.9558106220085527,0.9954890895939477,0.9954890896234192,0.9921274786481635
55.0,2.8,500.0,50.0,154.0,10.0,158.7323342346422,0.999853145206978,337.4646684692844,146.09644239391483,52.17730085496957,0.9846753962638933,0.9596953087906065,0.9955436712161785,0.9955436712161785,0.9879189338326098
55.0,2.8,500.0,60.0,154.0,8.333333333333334,158.7323342346422,0.999853145206978,334.1313351359511,146.09644239391483,52.17730085496957,0.9851675094206016,0.9596957139439428,0.9955541283952538,0.9955541284294355,0.9898660669137742
55.0,2.8,500.0,70.0,154.0,7.142857142857143,158.7323342346422,0.999853145206978,331.75038275499867,146.09644239391483,52.17730085496957,0.9854666749785599,0.9596963080597865,0.9955613244157916,0.9955613244168684,0.9910477430217928
55.0,2.8,550.0,50.0,154.0,10.0,174.60556765810645,1.330804536270488,369.2111353162129,160.70608663330628,57.39503094046653,0.9851512629276657,0.9626630928929483,0.9955612127755276,0.9955612127765554,0.9868195332656318
55.0,2.8,550.0,60.0,154.0,8.333333333333334,174.60556765810645,1.330804536270488,365.87780198287953,160.70608663330628,57.39503094046653,0.9857010120371736,0.9626710318579272,0.9955718061685352,0.99557180620051,0.9889894039217221
55.0,2.8,550.0,70.0,154.0,7.142857142857143,174.60556765810645,1.330804536270488,363.4968496019272,160.70608663330628,57.39503094046653,0.986030558070804,0.9626662271688398,0.9955778027634783,0.9955778027634783,0.9903003995874193
55.0,2.8,600.0,50.0,154.0,10.0,190.47880108157065,1.7277462349176578,400.9576021631413,175.31573087269777,62.612761025963486,0.9856579974308528,0.964939641498866,0.9955352917088771,0.9955352917088771,0.9866217648067908
55.0,2.8,600.0,60.0,154.0,8.333333333333334,190.47880108157065,1.7277462349176578,397.62426882980793,175.31573087269777,62.612761025963486,0.9861895392912816,0.9649405848988863,0.9955449183288136,0.9955449183288136,0.9887277356086127
