a_um,omega_p_MHz,ratio,delta_MHz,omega_c_MHz,omega_R_MHz,V_ct_MHz,V_DD_MHz,V_cc_MHz,R_DD,R_AA,selectivity_ok,T_c_ns,T_f_ns,sigma_ns,t_total_ns,M1,M2,F_bar,F_00,F_01,F_10,F_11
3.75,50.0,2.5,800.0,70.0,125.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,307.30579907826734,7.255248231530577,628.8973124422489,343.2662963840118,137.30651855360472,0.9675030931379139,0.9069236468774516,0.9906395974533146,0.9906395974533146,0.9818095307675748
3.75,50.0,3.0,400.0,50.0,150.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,153.65289953913367,0.9069060289413221,327.30579907826734,171.6331481920059,57.2110493973353,0.9909106688999314,0.9972396403580324,0.9925363649366632,0.9925363649366632,0.981330305368367
3.75,50.0,3.0,400.0,70.0,150.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,153.65289953913367,0.9069060289413221,321.5915133639816,171.6331481920059,57.2110493973353,0.991901863867072,0.9972391840644439,0.992568552041563,0.99256855207644,0.9852311672858409
3.75,50.0,3.0,500.0,50.0,150.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,192.06612442391705,1.7713008377760187,404.1322488478341,214.5414352400074,71.51381174666912,0.9912897777380378,0.9955517530693277,0.9922823632865678,0.9922823633448588,0.9850426312513971
3.75,50.0,3.0,500.0,70.0,150.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,192.06612442391705,1.7713008377760187,398.41796313354837,214.5414352400074,71.51381174666912,0.9916757445528781,0.9955529466447584,0.9923135042815341,0.9923135043443136,0.9865230229409061
3.75,50.0,3.0,600.0,50.0,150.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,230.47934930870048,3.0608078476769607,480.95869861740096,257.44972228800884,85.81657409600295,0.9875310059077913,0.9940870575394025,0.9917898325180713,0.99178983252076,0.9724573010529313
3.75,50.0,3.0,600.0,70.0,150.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,230.47934930870048,3.0608078476769607,475.24441290311523,257.44972228800884,85.81657409600295,0.9892494249091893,0.9940865825838432,0.9918170396921866,0.9918170397246266,0.9792770376361009
3.75,50.0,3.0,800.0,50.0,150.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,307.30579907826734,7.255248231530577,634.6115981565347,343.2662963840118,114.4220987946706,0.988432801720427,0.99225779931995,0.9904104847052493,0.9904104847052493,0.9806524381512596
3.75,50.0,3.0,800.0,70.0,150.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,307.30579907826734,7.255248231530577,628.8973124422489,343.2662963840118,114.4220987946706,0.9887164027230266,0.9922573143645963,0.9904425364756226,0.9904425364756226,0.981723223576265
3.75,50.0,3.5,400.0,50.0,175.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,153.65289953913367,0.9069060289413221,327.30579907826734,171.6331481920059,49.038042340573114,0.9907461275805626,0.9992444917139571,0.9913241654087455,0.9913241654308526,0.981091687768695
3.75,50.0,3.5,400.0,70.0,175.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,153.65289953913367,0.9069060289413221,321.5915133639816,171.6331481920059,49.038042340573114,0.9917407929822181,0.9992443318280116,0.9913570426233269,0.9913570426253564,0.9850047548521772
3.75,50.0,3.5,500.0,50.0,175.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,192.06612442391705,1.7713008377760187,404.1322488478341,214.5414352400074,61.297552925716396,0.9917129474692081,0.9990399370897034,0.9914667324563337,0.9914667325095097,0.9848783878212859
3.75,50.0,3.5,500.0,70.0,175.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,192.06612442391705,1.7713008377760187,398.41796313354837,214.5414352400074,61.297552925716396,0.9920967157021177,0.9990410034587831,0.9914974008587777,0.9914974009114665,0.9863510575794436
3.75,50.0,3.5,600.0,50.0,175.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,230.47934930870048,3.0608078476769607,480.95869861740096,257.44972228800884,73.55706351085966,0.9883420092052577,0.99863633959447,0.9912008793917257,0.9912008794465867,0.9723299383882485
3.75,50.0,3.5,600.0,70.0,175.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,230.47934930870048,3.0608078476769607,475.24441290311523,257.44972228800884,73.55706351085966,0.9900658659575057,0.998637040456658,0.9912329810034388,0.9912329810057966,0.9791604613641296
3.75,50.0,3.5,800.0,50.0,175.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,307.30579907826734,7.255248231530577,634.6115981565347,343.2662963840118,98.07608468114623,0.9896917047373506,0.998051088439162,0.9900749582035611,0.9900749582035611,0.9805658141031178
3.75,50.0,3.5,800.0,70.0,175.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,307.30579907826734,7.255248231530577,628.8973124422489,343.2662963840118,98.07608468114623,0.9899745031041093,0.9980499467732595,0.9901024595242636,0.9901024595242636,0.9816431465946505
3.75,60.0,2.5,400.0,50.0,150.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,106.70340245773176,0.3037209941316909,233.4068049154635,119.18968624444854,47.67587449777942,0.9760611836117716,0.9378162872749405,0.9940476791360329,0.9940476791643902,0.9783330888717232
3.75,60.0,2.5,400.0,70.0,150.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,106.70340245773176,0.3037209941316909,227.69251920117782,119.18968624444854,47.67587449777942,0.9777536812041897,0.9378115285021866,0.9940806774503044,0.9940806774531601,0.9850418414111077
3.75,60.0,2.5,500.0,50.0,150.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,133.3792530721647,0.5932050666634587,286.75850614432943,148.98710780556067,59.59484312222427,0.9723578584038666,0.9246196203594017,0.9939646968996585,0.9939646969390372,0.9768824194173691
3.75,60.0,2.5,500.0,70.0,150.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,133.3792530721647,0.5932050666634587,281.04422043004365,148.98710780556067,59.59484312222427,0.9740721368486625,0.9245400373916435,0.9939964275825679,0.9939964276127972,0.9837556548076409
3.75,60.0,2.5,600.0,50.0,150.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,160.05510368659765,1.025058355194457,340.1102073731953,178.7845293666728,71.51381174666912,0.9721536946455396,0.91718066208111,0.9937045386241472,0.9937045386560595,0.9840250392208416
3.75,60.0,2.5,600.0,70.0,150.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,160.05510368659765,1.025058355194457,334.3959216589096,178.7845293666728,71.51381174666912,0.9728716906578121,0.9171600706721716,0.9937359319093706,0.9937359319114423,0.9868548281382641
3.75,60.0,2.5,800.0,50.0,150.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,213.4068049154635,2.429767953053527,446.8136098309271,238.37937248889708,95.35174899555884,0.9685484695914528,0.9097333710828566,0.992875969668414,0.992875969668414,0.978708567946127
3.75,60.0,2.5,800.0,70.0,150.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,213.4068049154635,2.429767953053527,441.0993241166413,238.37937248889708,95.35174899555884,0.9696740972634834,0.9097266138662907,0.9929078168114092,0.9929078168174967,0.983154141558737
3.75,60.0,3.0,400.0,50.0,180.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,106.70340245773176,0.3037209941316909,233.4068049154635,119.18968624444854,39.729895414816184,0.9903313550362524,0.9976571373256777,0.9927108062738235,0.9927108063103068,0.9782466702352013
3.75,60.0,3.0,400.0,70.0,180.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,106.70340245773176,0.3037209941316909,227.69251920117782,119.18968624444854,39.729895414816184,0.9920139585084797,0.9976568130436572,0.9927438604634662,0.9927438604667729,0.9849113000600227
3.75,60.0,3.0,500.0,50.0,180.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,133.3792530721647,0.5932050666634587,286.75850614432943,148.98710780556067,49.66236926852022,0.9899641178671474,0.9970519619814147,0.9930319266398704,0.9930319266841976,0.976740656163107
3.75,60.0,3.0,500.0,70.0,180.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,133.3792530721647,0.5932050666634587,281.04422043004365,148.98710780556067,49.66236926852022,0.991701491747394,0.99706707228949,0.9930641573753245,0.9930641574117007,0.9836105799130607
3.75,60.0,3.0,600.0,50.0,180.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,160.05510368659765,1.025058355194457,340.1102073731953,178.7845293666728,59.59484312222427,0.9913682212652086,0.9956118376231753,0.9930227486559189,0.9930227487081302,0.9838155500736099
3.75,60.0,3.0,600.0,70.0,180.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,160.05510368659765,1.025058355194457,334.3959216589096,178.7845293666728,59.59484312222427,0.9921031189716802,0.9956107140188263,0.9930543552394753,0.9930543552416164,0.986693051386803
3.75,60.0,3.0,800.0,50.0,180.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,213.4068049154635,2.429767953053527,446.8136098309271,238.37937248889708,79.45979082963237,0.9892479811054533,0.993386921037982,0.992470054533417,0.992470054533417,0.9786648943169973
3.75,60.0,3.0,800.0,70.0,180.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,213.4068049154635,2.429767953053527,441.0993241166413,238.37937248889708,79.45979082963237,0.990369061104079,0.9933865339595984,0.9925008981726962,0.9925008981820914,0.9830879141019302
3.75,60.0,3.5,400.0,50.0,210.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,106.70340245773176,0.3037209941316909,233.4068049154635,119.18968624444854,34.05419606984244,0.9891912659255393,0.9985721702521284,0.9901753711653059,0.9901753712030186,0.9778421510817046
3.75,60.0,3.5,400.0,70.0,210.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,106.70340245773176,0.3037209941316909,227.69251920117782,119.18968624444854,34.05419606984244,0.9908686918019065,0.9985719758454243,0.9902075595250844,0.9902075595351363,0.9844876723019806
3.75,60.0,3.5,500.0,50.0,210.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,133.3792530721647,0.5932050666634587,286.75850614432943,148.98710780556067,42.56774508730305,0.9895900496260399,0.9992941726538516,0.9913272856118109,0.9913272856118109,0.976411454626686
3.75,60.0,3.5,500.0,70.0,210.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,133.3792530721647,0.5932050666634587,281.04422043004365,148.98710780556067,42.56774508730305,0.9913219619197393,0.9992939966936805,0.9913577630210526,0.9913577630643118,0.9832783248999126
3.75,60.0,3.5,600.0,50.0,210.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,160.05510368659765,1.025058355194457,340.1102073731953,178.7845293666728,51.081294104763664,0.9915555805119219,0.9990720465978695,0.9918022371699469,0.9918022372229123,0.9835458010569591
3.75,60.0,3.5,600.0,70.0,210.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,160.05510368659765,1.025058355194457,334.3959216589096,178.7845293666728,51.081294104763664,0.9922911257498378,0.9990716526469989,0.9918333894102395,0.9918333894102395,0.9864260715318736
3.75,60.0,3.5,800.0,50.0,210.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,213.4068049154635,2.429767953053527,446.8136098309271,238.37937248889708,68.10839213968488,0.9901183306095012,0.9984336111925005,0.991760636390352,0.991760636390352,0.9785184384648006
3.75,60.0,3.5,800.0,70.0,210.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,213.4068049154635,2.429767953053527,441.0993241166413,238.37937248889708,68.10839213968488,0.9912390576871121,0.9984339979324928,0.9917918032412022,0.9917918032553056,0.9829386263194475
3.75,70.0,2.5,400.0,50.0,175.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,78.39433649955801,0.12044646960202095,176.78867299911602,87.56793275102342,35.02717310040937,0.9818073582763933,0.9501644497774238,0.9942150365849113,0.9942150365877342,0.9886349101555041
3.75,70.0,2.5,400.0,70.0,175.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,78.39433649955801,0.12044646960202095,171.07438728483032,87.56793275102342,35.02717310040937,0.9824157662011654,0.9501427963169249,0.9942425432576525,0.9942425432788256,0.9910351819512591
3.75,70.0,2.5,500.0,50.0,175.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,97.99292062444749,0.23524701094144707,215.98584124889499,109.45991593877926,43.78396637551171,0.9759055812769104,0.9331526453156544,0.9944156884333848,0.9944156884369362,0.9816383029216665
3.75,70.0,2.5,500.0,70.0,175.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,97.99292062444749,0.23524701094144707,210.27155553460926,109.45991593877926,43.78396637551171,0.97727794558424,0.9330296913666193,0.9944469968825711,0.9944469969197023,0.9871880971680671
3.75,70.0,2.5,600.0,50.0,175.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,117.591504749337,0.4065068349068206,255.183009498674,131.35189912653513,52.54075965061405,0.9721940989348745,0.9231195212670975,0.9944291657144074,0.9944291657154747,0.9767985430425183
3.75,70.0,2.5,600.0,70.0,175.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,117.591504749337,0.4065068349068206,249.46872378438832,131.35189912653513,52.54075965061405,0.974095454395457,0.923156900967643,0.9944614686525424,0.9944614686542217,0.9843019793074208
3.75,70.0,2.5,800.0,50.0,175.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,156.788672999116,0.9635717568161676,333.57734599823203,175.13586550204684,70.05434620081874,0.97118910063119,0.913081008246031,0.9940900917284403,0.9940900917284403,0.9834952108218484
3.75,70.0,2.5,800.0,70.0,175.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,156.788672999116,0.9635717568161676,327.8630602839463,175.13586550204684,70.05434620081874,0.9720382146477242,0.9130643482998193,0.9941215196344801,0.9941215196366124,0.986845471019985
3.75,70.0,3.0,400.0,50.0,210.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,78.39433649955801,0.12044646960202095,176.78867299911602,87.56793275102342,29.189310917007806,0.9919063591981959,0.9958077859265344,0.9917348999123143,0.9917348999396306,0.9883478510143044
3.75,70.0,3.0,400.0,70.0,210.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,78.39433649955801,0.12044646960202095,171.07438728483032,87.56793275102342,29.189310917007806,0.9925143034908677,0.9958063820226982,0.9917670420823143,0.9917670420823143,0.990716747776144
3.75,70.0,3.0,500.0,50.0,210.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,97.99292062444749,0.23524701094144707,215.98584124889499,109.45991593877926,36.48663864625976,0.99115854281873,0.9978040721612706,0.9926853613645481,0.9926853613956583,0.9814593763534427
3.75,70.0,3.0,500.0,70.0,210.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,97.99292062444749,0.23524701094144707,210.27155553460926,109.45991593877926,36.48663864625976,0.9925490283442681,0.9978065215717874,0.9927176338766759,0.992717633883625,0.986954324044984
3.75,70.0,3.0,600.0,50.0,210.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,117.591504749337,0.4065068349068206,255.183009498674,131.35189912653513,43.78396637551171,0.9899712399397596,0.9968996891511398,0.9931643304083118,0.9931643304083118,0.9766566097912748
3.75,70.0,3.0,600.0,70.0,210.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,117.591504749337,0.4065068349068206,249.46872378438832,131.35189912653513,43.78396637551171,0.9918547233592412,0.9969111868933387,0.9931959891598634,0.9931959891619286,0.9841157282218342
3.75,70.0,3.0,800.0,50.0,210.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,156.788672999116,0.9635717568161676,333.57734599823203,175.13586550204684,58.37862183401561,0.9911194506745632,0.9945498333027638,0.9933362324765059,0.9933362324765059,0.9832555044424772
3.75,70.0,3.0,800.0,70.0,210.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,156.788672999116,0.9635717568161676,327.8630602839463,175.13586550204684,58.37862183401561,0.9919841207765983,0.994542945791786,0.9933677517776326,0.9933677517791784,0.9866580337577964
3.75,70.0,3.5,400.0,50.0,245.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,78.39433649955801,0.12044646960202095,176.78867299911602,87.56793275102342,25.01940935743526,0.9895383436629706,0.99664181085288,0.9869665311190187,0.98696653112087,0.9875785015591138
3.75,70.0,3.5,400.0,70.0,245.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,78.39433649955801,0.12044646960202095,171.07438728483032,87.56793275102342,25.01940935743526,0.9901381698253389,0.9966393927800578,0.9869958751213267,0.9869958751487575,0.9899215362512136
3.75,70.0,3.5,500.0,50.0,245.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,97.99292062444749,0.23524701094144707,215.98584124889499,109.45991593877926,31.27426169679408,0.9897204887062294,0.9990166226304751,0.9894779253985995,0.9894779253985995,0.9809094813972433
3.75,70.0,3.5,500.0,70.0,245.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,97.99292062444749,0.23524701094144707,210.27155553460926,109.45991593877926,31.27426169679408,0.9911024880155179,0.9990164854053303,0.9895086756461682,0.9895086756963677,0.9863761153142058
3.75,70.0,3.5,600.0,50.0,245.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,117.591504749337,0.4065068349068206,255.183009498674,131.35189912653513,37.5291140361529,0.9893188864283452,0.9993088968884412,0.9908714053078779,0.9908714053746591,0.9762238381424024
3.75,70.0,3.5,600.0,70.0,245.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,117.591504749337,0.4065068349068206,249.46872378438832,131.35189912653513,37.5291140361529,0.9911973347803711,0.9993105054328928,0.9909042975587934,0.9909042975603315,0.9836702385694664
3.75,70.0,3.5,800.0,50.0,245.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,156.788672999116,0.9635717568161676,333.57734599823203,175.13586550204684,50.03881871487052,0.991444864138398,0.998799382931796,0.9920080884846803,0.9920080884846803,0.9829638966524357
3.75,70.0,3.5,800.0,70.0,245.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,156.788672999116,0.9635717568161676,327.8630602839463,175.13586550204684,50.03881871487052,0.992308100569899,0.9987993401352562,0.9920389819436456,0.9920389819436456,0.9863550982570485
4.0,50.0,2.5,400.0,50.0,125.0,441.9417382415923,2.21435546875,-2.7770996093749987,199.58030428198037,159.13787778791763,1,10.0,153.65289953913367,0.9069060289413221,327.30579907826734,141.42135623730954,56.56854249492382,0.9740426062760356,0.9268357091675892,0.9929167489282341,0.9929167489355591,0.9835012180727596
4.0,50.0,2.5,400.0,70.0,125.0,441.9417382415923,2.21435546875,-2.7770996093749987,199.58030428198037,159.13787778791763,1,7.142857142857143,153.65289953913367,0.9069060289413221,321.5915133639816,141.42135623730954,56.56854249492382,0.9747759676364475,0.926740585546243,0.9929461236339252,0.9929461236732471,0.9864710376923747
4.0,50.0,2.5,500.0,50.0,125.0,441.9417382415923,2.21435546875,-2.7770996093749987,199.58030428198037,159.13787778791763,1,10.0,192.06612442391705,1.7713008377760187,404.1322488478341,176.77669529663692,70.71067811865477,0.9708905766383886,0.917335056004821,0.992543108755652,0.99254310875895,0.9811410330341314
4.0,50.0,2.5,500.0,70.0,125.0,441.9417382415923,2.21435546875,-2.7770996093749987,199.58030428198037,159.13787778791763,1,7.142857142857143,192.06612442391705,1.7713008377760187,398.41796313354837,176.77669529663692,70.71067811865477,0.9717416127104908,0.9173198780622204,0.9925739889624452,0.992573988988573,0.9844985948287241
4.0,50.0,2.5,600.0,50.0,125.0,441.9417382415923,2.21435546875,-2.7770996093749987,199.58030428198037,159.13787778791763,1,10.0,230.47934930870048,3.0608078476769607,480.95869861740096,212.1320343559643,84.85281374238572,0.9697604380450657,0.9121317950171319,0.9919743752110639,0.9919743752133343,0.9829612067387329
4.0,50.0,2.5,600.0,70.0,125.0,441.9417382415923,2.21435546875,-2.7770996093749987,199.58030428198037,159.13787778791763,1,7.142857142857143,230.47934930870048,3.0608078476769607,475.24441290311523,212.1320343559643,84.85281374238572,0.9701825909107247,0.9121190598967277,0.9920066742095928,0.9920066742120035,0.9845979553245745
4.0,50.0,2.5,800.0,50.0,125.0,441.9417382415923,2.21435546875,-2.7770996093749987,199.58030428198037,159.13787778791763,1,10.0,307.30579907826734,7.255248231530577,634.6115981565347,282.8427124746191,113.13708498984764,0.9668697337820672,0.9069308659984502,0.9905276032855758,0.9905276032855758,0.9794928625586671
4.0,50.0,2.5,800.0,70.0,125.0,441.9417382415923,2.21435546875,-2.7770996093749987,199.58030428198037,159.13787778791763,1,7.142857142857143,307.30579907826734,7.255248231530577,628.8973124422489,282.8427124746191,113.13708498984764,0.9672972630684475,0.9069236468774516,0.9905544735404568,0.9905544735415548,0.9811564583143271
4.0,50.0,3.0,400.0,50.0,150.0,441.9417382415923,2.21435546875,-2.7770996093749987,199.58030428198037,159.13787778791763,1,10.0,153.65289953913367,0.9069060289413221,327.30579907826734,141.42135623730954,47.14045207910318,0.9910937698567817,0.9972396403580324,0.9918828392491028,0.991882839251528,0.9833697605684634
4.0,50.0,3.0,400.0,70.0,150.0,441.9417382415923,2.21435546875,-2.7770996093749987,199.58030428198037,159.13787778791763,1,7.142857142857143,153.65289953913367,0.9069060289413221,321.5915133639816,141.42135623730954,47.14045207910318,0.9918463700599198,0.9972391840644439,0.9919148617793612,0.9919148618108033,0.9863165725850711
4.0,50.0,3.0,500.0,50.0,150.0,441.9417382415923,2.21435546875,-2.7770996093749987,199.58030428198037,159.13787778791763,1,10.0,192.06612442391705,1.7713008377760187,404.1322488478341,176.77669529663692,58.92556509887898,0.9900675429411154,0.9955517530693277,0.9918398552000569,0.9918398552000569,0.9810387082950202
4.0,50.0,3.0,500.0,70.0,150.0,441.9417382415923,2.21435546875,-2.7770996093749987,199.58030428198037,159.13787778791763,1,7.142857142857143,192.06612442391705,1.7713008377760187,398.41796313354837,176.77669529663692,58.92556509887898,0.9909178689127163,0.9955529466447584,0.9918706874571022,0.9918706874905351,0.9843771540584696
4.0,50.0,3.0,600.0,50.0,150.0,441.9417382415923,2.21435546875,-2.7770996093749987,199.58030428198037,159.13787778791763,1,10.0,230.47934930870048,3.0608078476769607,480.95869861740096,212.1320343559643,70.71067811865477,0.9899606312356759,0.9940870575394025,0.9914666422507373,0.9914666422681713,0.9828221828843926
4.0,50.0,3.0,600.0,70.0,150.0,441.9417382415923,2.21435546875,-2.7770996093749987,199.58030428198037,159.13787778791763,1,7.142857142857143,230.47934930870048,3.0608078476769607,475.24441290311523,212.1320343559643,70.71067811865477,0.9903912298605833,0.9940865825838432,0.9914988214148309,0.991498821433473,0.9844806940101859
4.0,50.0,3.0,800.0,50.0,150.0,441.9417382415923,2.21435546875,-2.7770996093749987,199.58030428198037,159.13787778791763,1,10.0,307.30579907826734,7.255248231530577,634.6115981565347,282.8427124746191,94.28090415820635,0.9880355439205383,0.99225779931995,0.9902249148034529,0.9902249148034529,0.9794345467552974
4.0,50.0,3.0,800.0,70.0,150.0,441.9417382415923,2.21435546875,-2.7770996093749987,199.58030428198037,159.13787778791763,1,7.142857142857143,307.30579907826734,7.255248231530577,628.8973124422489,282.8427124746191,94.28090415820635,0.9884654484438529,0.9922573143645963,0.9902562806430812,0.9902562806430812,0.9810919181246529
4.0,50.0,3.5,400.0,50.0,175.0,441.9417382415923,2.21435546875,-2.7770996093749987,199.58030428198037,159.13787778791763,1,10.0,153.65289953913367,0.9069060289413221,327.30579907826734,141.42135623730954,40.40610178208844,0.9905658685929553,0.9992444917139571,0.9899989853053612,0.9899989853073399,0.9830210120451626
4.0,50.0,3.5,400.0,70.0,175.0,441.9417382415923,2.21435546875,-2.7770996093749987,199.58030428198037,159.13787778791763,1,7.142857142857143,153.65289953913367,0.9069060289413221,321.5915133639816,141.42135623730954,40.40610178208844,0.9913132381811944,0.9992443318280116,0.990024063749037,0.9900240637508841,0.9859604933968451
4.0,50.0,3.5,500.0,50.0,175.0,441.9417382415923,2.21435546875,-2.7770996093749987,199.58030428198037,159.13787778791763,1,10.0,192.06612442391705,1.7713008377760187,404.1322488478341,176.77669529663692,50.50762722761055,0.9902435736628856,0.9990399370897034,0.9905842014214081,0.9905842014214081,0.9807659547190231
4.0,50.0,3.5,500.0,70.0,175.0,441.9417382415923,2.21435546875,-2.7770996093749987,199.58030428198037,159.13787778791763,1,7.142857142857143,192.06612442391705,1.7713008377760187,398.41796313354837,176.77669529663692,50.50762722761055,0.9910972668135378,0.9990410034587831,0.9906148978001128,0.9906148978383933,0.9841182681568619
4.0,50.0,3.5,600.0,50.0,175.0,441.9417382415923,2.21435546875,-2.7770996093749987,199.58030428198037,159.13787778791763,1,10.0,230.47934930870048,3.0608078476769607,480.95869861740096,212.1320343559643,60.609152673132655,0.9906033047629933,0.99863633959447,0.9905761010489826,0.9905761010494706,0.9826246773590499
4.0,50.0,3.5,600.0,70.0,175.0,441.9417382415923,2.21435546875,-2.7770996093749987,199.58030428198037,159.13787778791763,1,7.142857142857143,230.47934930870048,3.0608078476769607,475.24441290311523,212.1320343559643,60.609152673132655,0.9910353378509432,0.998637040456658,0.9906085740226809,0.9906085740226809,0.9842871629017532
