a_um,omega_p_MHz,ratio,delta_MHz,omega_c_MHz,omega_R_MHz,V_ct_MHz,V_DD_MHz,V_cc_MHz,R_DD,R_AA,T_c_ns,T_f_ns,sigma_ns,t_total_ns,M1,M2,F_bar,F_00,F_01,F_10,F_11,n_neighbors_total,n_neighbors_pass,robust_score,pass
5.0,50.0,3.5,500.0,70.0,175.0,226.27416997969527,0.58048,-0.7279999999999999,389.805281800743,310.81616755452654,7.142857142857143,182.4628182027212,1.5186690557882137,379.21135069115667,90.5096679918781,25.859905140536604,0.9924869040157993,0.9972351295528951,0.9927355573151122,0.9927355573151122,0.9872413718800774,9,8,0.8888888888888888,1
4.5,50.0,3.5,500.0,70.0,175.0,310.38980792825134,1.0922755301152902,-1.3698604360596933,284.1680504327416,226.5849861472499,7.142857142857143,182.4628182027212,1.5186690557882137,379.21135069115667,124.15592317130054,35.47312090608587,0.9924183968667744,0.9972351295528951,0.9931427190800073,0.9931427190980977,0.9861530197360973,9,8,0.8888888888888888,1
4.5,50.0,4.0,600.0,50.0,200.0,310.38980792825134,1.0922755301152902,-1.3698604360596933,284.1680504327416,226.5849861472499,10.0,218.95538184326546,2.624260128402034,457.9107636865309,148.98710780556064,37.24677695139016,0.9923937650893204,0.9996859836842087,0.9925600574808542,0.9925600574837475,0.9847689617084714,9,8,0.8888888888888888,1
5.0,50.0,3.5,500.0,30.0,175.0,226.27416997969527,0.58048,-0.7279999999999999,389.805281800743,310.81616755452654,16.666666666666668,182.4628182027212,1.5186690557882137,398.2589697387757,90.5096679918781,25.859905140536604,0.9922314460269716,0.9972342621366661,0.9926285335074203,0.992628533513573,0.9864344549502267,9,8,0.8888888888888888,1
5.0,50.0,3.5,600.0,70.0,175.0,226.27416997969527,0.58048,-0.7279999999999999,389.805281800743,310.81616755452654,7.142857142857143,218.95538184326546,2.624260128402034,452.1964779722452,108.61160159025373,31.031886168643922,0.9921218532047944,0.9981063668228417,0.9925646565216628,0.9925646565216628,0.9852517329530102,9,8,0.8888888888888888,1
5.0,50.0,3.5,600.0,30.0,175.0,226.27416997969527,0.58048,-0.7279999999999999,389.805281800743,310.81616755452654,16.666666666666668,218.95538184326546,2.624260128402034,471.2440970198642,108.61160159025373,31.031886168643922,0.9919069054973423,0.9981065852271898,0.9924575882953858,0.9924575882953858,0.9846058601714079,9,8,0.8888888888888888,1
5.0,50.0,3.0,500.0,50.0,150.0,226.27416997969527,0.58048,-0.7279999999999999,389.805281800743,310.81616755452654,10.0,182.4628182027212,1.5186690557882137,384.9256364054424,90.5096679918781,30.169889330626038,0.9917187099127402,0.9946729046877762,0.9931180965801837,0.9931180965891002,0.9859657417939006,9,8,0.8888888888888888,1
4.5,60.0,3.5,600.0,30.0,210.0,310.38980792825134,1.0922755301152902,-1.3698604360596933,284.1680504327416,226.5849861472499,16.666666666666668,152.05234850226776,0.8788594072848475,337.43803033786884,103.46326930941711,29.56093408840489,0.9933092895777245,0.9972708435855617,0.9941566012242438,0.9941566012242438,0.9876531122768487,8,7,0.875,1
4.5,50.0,4.0,400.0,50.0,200.0,310.38980792825134,1.0922755301152902,-1.3698604360596933,284.1680504327416,226.5849861472499,10.0,145.970254562177,0.7775585565635659,311.940509124354,99.32473853704043,24.831184634260108,0.993042756957899,0.9993178998245976,0.9920859897923611,0.9920859897923611,0.988681148422276,8,7,0.875,1
5.0,60.0,3.5,600.0,70.0,210.0,226.27416997969527,0.58048,-0.7279999999999999,389.805281800743,310.81616755452654,7.142857142857143,152.05234850226776,0.8788594072848475,318.3904112902498,75.42472332656509,21.54992095044717,0.9929201699003609,0.9972580210773432,0.9923802471042236,0.9923802471042236,0.9896621643156532,8,7,0.875,1
4.5,60.0,4.0,500.0,50.0,240.0,310.38980792825134,1.0922755301152902,-1.3698604360596933,284.1680504327416,226.5849861472499,10.0,126.71029041855644,0.5085991940305828,273.4205808371129,86.21939109118092,21.55484777279523,0.9929165564912129,0.9994276968535096,0.9909232466960362,0.9909232467010021,0.9903920357143036,8,7,0.875,1
5.0,60.0,3.5,600.0,30.0,210.0,226.27416997969527,0.58048,-0.7279999999999999,389.805281800743,310.81616755452654,16.666666666666668,152.05234850226776,0.8788594072848475,337.43803033786884,75.42472332656509,21.54992095044717,0.9926333997089423,0.9972708435855617,0.9922733817292821,0.992273381734092,0.9887159917868331,8,7,0.875,1
