a_um,omega_p_MHz,ratio,delta_MHz,omega_c_MHz,omega_R_MHz,V_ct_MHz,V_DD_MHz,V_cc_MHz,R_DD,R_AA,selectivity_ok,T_c_ns,T_f_ns,sigma_ns,t_total_ns,M1,M2,F_bar,F_00,F_01,F_10,F_11,n_neighbors_total,n_neighbors_pass,robust_score,pass
4.25,70.0,3.0,600.0,70.0,210.0,368.44969668991695,1.5391243418092353,-1.9302689512767408,239.38916868588123,190.87997889942366,1,7.142857142857143,117.591504749337,0.4065068349068206,249.46872378438832,90.23257878120415,30.077526260401385,0.9920622938742807,0.9969111868933387,0.9901913079519057,0.9901913079737183,0.9909553726781599,8,6,0.75,1
4.25,70.0,3.0,600.0,50.0,210.0,368.44969668991695,1.5391243418092353,-1.9302689512767408,239.38916868588123,190.87997889942366,1,10.0,117.591504749337,0.4065068349068206,255.183009498674,90.23257878120415,30.077526260401385,0.9919646033019967,0.9968996891511398,0.9901601158291677,0.9901601158312738,0.9906384923964049,8,6,0.75,1
3.75,70.0,3.0,600.0,70.0,210.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,117.591504749337,0.4065068349068206,249.46872378438832,131.35189912653513,43.78396637551171,0.9918547233592412,0.9969111868933387,0.9931959891598634,0.9931959891619286,0.9841157282218342,8,6,0.75,1
3.75,50.0,3.0,500.0,70.0,150.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,192.06612442391705,1.7713008377760187,398.41796313354837,214.5414352400074,71.51381174666912,0.9916757445528781,0.9955529466447584,0.9923135042815341,0.9923135043443136,0.9865230229409061,8,6,0.75,1
4.5,60.0,3.0,600.0,70.0,180.0,310.38980792825134,1.0922755301152902,-1.3698604360596933,284.1680504327416,226.5849861472499,1,7.142857142857143,160.05510368659765,1.025058355194457,334.3959216589096,103.46326930941711,34.487756436472374,0.9912340385737002,0.9956107140188263,0.9901450377845775,0.9901450377845775,0.9890353647068195,8,6,0.75,1
4.25,60.0,3.5,600.0,70.0,210.0,368.44969668991695,1.5391243418092353,-1.9302689512767408,239.38916868588123,190.87997889942366,1,7.142857142857143,160.05510368659765,1.025058355194457,334.3959216589096,122.81656556330564,35.09044730380161,0.9912060543114625,0.9990716526469989,0.9886514294423112,0.9886514294423112,0.9884497057142284,8,6,0.75,1
4.5,60.0,3.0,600.0,50.0,180.0,310.38980792825134,1.0922755301152902,-1.3698604360596933,284.1680504327416,226.5849861472499,1,10.0,160.05510368659765,1.025058355194457,340.1102073731953,103.46326930941711,34.487756436472374,0.991167216655061,0.9956118376231753,0.9901133595631679,0.9901133595707401,0.9888303098631608,8,6,0.75,1
4.25,60.0,3.5,600.0,50.0,210.0,368.44969668991695,1.5391243418092353,-1.9302689512767408,239.38916868588123,190.87997889942366,1,10.0,160.05510368659765,1.025058355194457,340.1102073731953,122.81656556330564,35.09044730380161,0.9910721311685265,0.9990720465978695,0.9886203683616546,0.9886203683616546,0.9879757413529275,8,6,0.75,1
4.25,50.0,3.0,500.0,50.0,150.0,368.44969668991695,1.5391243418092353,-1.9302689512767408,239.38916868588123,190.87997889942366,1,10.0,192.06612442391705,1.7713008377760187,404.1322488478341,147.37987867596678,49.12662622532226,0.990939720021004,0.9955517530693277,0.9912090959856967,0.9912090959887995,0.9857889350401918,8,6,0.75,1
4.25,60.0,3.0,800.0,70.0,180.0,368.44969668991695,1.5391243418092353,-1.9302689512767408,239.38916868588123,190.87997889942366,1,7.142857142857143,213.4068049154635,2.429767953053527,441.0993241166413,163.7554207510742,54.585140250358066,0.9906267566441054,0.9933865339595984,0.9915702724472413,0.9915702724472413,0.9859799477223408,8,6,0.75,1
4.0,50.0,3.0,500.0,50.0,150.0,441.9417382415923,2.21435546875,-2.7770996093749987,199.58030428198037,159.13787778791763,1,10.0,192.06612442391705,1.7713008377760187,404.1322488478341,176.77669529663692,58.92556509887898,0.9900675429411154,0.9955517530693277,0.9918398552000569,0.9918398552000569,0.9810387082950202,8,6,0.75,1
3.75,70.0,3.0,400.0,70.0,210.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,78.39433649955801,0.12044646960202095,171.07438728483032,87.56793275102342,29.189310917007806,0.9925143034908677,0.9958063820226982,0.9917670420823143,0.9917670420823143,0.990716747776144,7,5,0.7142857142857143,1
3.75,70.0,3.0,800.0,70.0,210.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,156.788672999116,0.9635717568161676,327.8630602839463,175.13586550204684,58.37862183401561,0.9919841207765983,0.994542945791786,0.9933677517776326,0.9933677517791784,0.9866580337577964,7,5,0.7142857142857143,1
3.75,50.0,3.0,400.0,70.0,150.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,7.142857142857143,153.65289953913367,0.9069060289413221,321.5915133639816,171.6331481920059,57.2110493973353,0.991901863867072,0.9972391840644439,0.992568552041563,0.99256855207644,0.9852311672858409,7,5,0.7142857142857143,1
3.75,50.0,3.5,500.0,50.0,175.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,192.06612442391705,1.7713008377760187,404.1322488478341,214.5414352400074,61.297552925716396,0.9917129474692081,0.9990399370897034,0.9914667324563337,0.9914667325095097,0.9848783878212859,7,5,0.7142857142857143,1
4.0,70.0,3.5,600.0,50.0,245.0,441.9417382415923,2.21435546875,-2.7770996093749987,199.58030428198037,159.13787778791763,1,10.0,117.591504749337,0.4065068349068206,255.183009498674,108.23062977345118,30.92303707812891,0.9911564509148711,0.9993088968884412,0.9883829075798476,0.9883829076261901,0.9885510915650058,7,5,0.7142857142857143,1
4.0,70.0,3.0,800.0,50.0,210.0,441.9417382415923,2.21435546875,-2.7770996093749987,199.58030428198037,159.13787778791763,1,10.0,156.788672999116,0.9635717568161676,333.57734599823203,144.30750636460158,48.10250212153386,0.9909352762408049,0.9945498333027638,0.9926142135439571,0.9926142135439571,0.9839628445725417,7,5,0.7142857142857143,1
3.75,50.0,3.0,400.0,50.0,150.0,536.3535881000184,3.261517256515775,-4.09038134430727,164.44910325968846,131.12557068706587,1,10.0,153.65289953913367,0.9069060289413221,327.30579907826734,171.6331481920059,57.2110493973353,0.9909106688999314,0.9972396403580324,0.9925363649366632,0.9925363649366632,0.981330305368367,7,5,0.7142857142857143,1
4.0,60.0,3.5,400.0,70.0,210.0,441.9417382415923,2.21435546875,-2.7770996093749987,199.58030428198037,159.13787778791763,1,7.142857142857143,106.70340245773176,0.3037209941316909,227.69251920117782,98.20927516479829,28.059792904228082,0.9908454319639075,0.9985719758454243,0.9873935438559247,0.987393543859144,0.990022664295137,7,5,0.7142857142857143,1
